76561198015117430,41500,None,1708,2013-06-25 08:26:18
76561198015117430,12210,None,969,2013-06-25 08:26:18
76561198015117430,550,None,6696,2013-06-25 08:26:18
76561198015117430,223530,None,None,2013-06-25 08:26:18
76561198015117430,3590,None,7385,2013-06-25 08:26:18
76561198015117430,400,None,494,2013-06-25 08:26:18
76561198015117430,40930,None,61,2013-06-25 08:26:18
76561198015117430,6120,None,227,2013-06-25 08:26:18
76561198015117430,340,None,None,2013-06-25 08:26:18
76561198015117430,380,None,None,2013-06-25 08:26:18
76561198015117430,420,None,None,2013-06-25 08:26:18
76561198015117430,440,None,312,2013-06-25 08:26:18
76561198015117430,220,None,99,2013-06-25 08:26:18
76561198015117430,620,None,475,2013-06-25 08:26:18
76561198015117430,43110,None,43,2013-06-25 08:26:18
76561198015117430,65800,None,1484,2013-06-25 08:26:18
76561198015117430,72850,None,5947,2013-06-25 08:26:18
76561198015117430,41000,None,None,2013-06-25 08:26:18
76561198015117430,35720,None,25,2013-06-25 08:26:18
76561198015117430,6800,None,142,2013-06-25 08:26:18
76561198015117430,6810,None,None,2013-06-25 08:26:18
76561198015117430,6830,None,None,2013-06-25 08:26:18
76561198015117430,6840,None,None,2013-06-25 08:26:18
76561198015117430,570,None,88,2013-06-25 08:26:18
76561198015117430,205100,None,36,2013-06-25 08:26:18
76561198015117360,240,None,26528,2013-06-25 08:26:10
76561198015117360,300,None,395,2013-06-25 08:26:10
76561198015117360,320,None,24,2013-06-25 08:26:10
76561198015117360,340,None,None,2013-06-25 08:26:10
76561198015117360,550,20,12461,2013-06-25 08:26:10
76561198015117360,223530,None,None,2013-06-25 08:26:10
76561198015117360,400,None,348,2013-06-25 08:26:10
76561198015117360,63380,None,2793,2013-06-25 08:26:10
76561198015117360,42700,None,2197,2013-06-25 08:26:10
76561198015117360,42710,None,584,2013-06-25 08:26:10
76561198015117360,35450,59,2255,2013-06-25 08:26:10
76561198015117360,104320,None,None,2013-06-25 08:26:10
76561198015117360,236830,None,None,2013-06-25 08:26:10
76561198015117360,33910,None,62,2013-06-25 08:26:10
76561198015117360,33930,None,3373,2013-06-25 08:26:10
76561198015117360,219540,None,5,2013-06-25 08:26:10
76561198015117360,8930,508,6436,2013-06-25 08:26:10
76561198015117360,220260,None,166,2013-06-25 08:26:10
76561198015117360,34330,None,49,2013-06-25 08:26:10
76561198015117260,10180,None,4275,2013-06-25 08:25:58
76561198015117260,10190,None,17417,2013-06-25 08:25:58
76561198015117260,32370,None,3318,2013-06-25 08:25:58
76561198015117260,6060,None,1548,2013-06-25 08:25:58
76561198015117260,33230,None,2325,2013-06-25 08:25:58
76561198015117260,24170,None,123,2013-06-25 08:25:58
76561198015117260,32470,None,972,2013-06-25 08:25:58
76561198015117260,12220,None,11827,2013-06-25 08:25:58
76561198015117260,32430,None,715,2013-06-25 08:25:58
76561198015117260,48700,None,2582,2013-06-25 08:25:58
76561198015117260,17410,None,101,2013-06-25 08:25:58
76561198015117260,42700,None,1376,2013-06-25 08:25:58
76561198015117260,42710,None,3309,2013-06-25 08:25:58
76561198015117260,17020,None,23510,2013-06-25 08:25:58
76561198015117260,440,None,21413,2013-06-25 08:25:58
76561198015117260,22600,None,575,2013-06-25 08:25:58
76561198015117260,48720,None,621,2013-06-25 08:25:58
76561198015117260,4000,None,986,2013-06-25 08:25:58
76561198015117260,24960,None,354,2013-06-25 08:25:58
76561198015117260,240,None,1487,2013-06-25 08:25:58
76561198015117250,280,None,None,2013-06-25 08:25:57
76561198015117250,320,None,None,2013-06-25 08:25:57
76561198015117250,340,None,None,2013-06-25 08:25:57
76561198015117250,360,None,None,2013-06-25 08:25:57
76561198015117250,220,None,35,2013-06-25 08:25:57
76561198015117250,240,1154,4817,2013-06-25 08:25:57
76561198015117250,570,3043,10989,2013-06-25 08:25:57
76561198015116990,320,None,None,2013-06-25 08:25:27
76561198015116990,340,None,None,2013-06-25 08:25:27
76561198015116990,440,35,2729,2013-06-25 08:25:27
76561198015116990,550,5,5420,2013-06-25 08:25:27
76561198015116990,223530,None,None,2013-06-25 08:25:27
76561198015116990,4000,7,3961,2013-06-25 08:25:27
76561198015116990,240,None,1033,2013-06-25 08:25:27
76561198015116990,41500,None,682,2013-06-25 08:25:27
76561198015116990,35720,None,254,2013-06-25 08:25:27
76561198015116990,730,29,1216,2013-06-25 08:25:27
76561198015116990,10150,None,1575,2013-06-25 08:25:27
76561198015116990,8980,2,1797,2013-06-25 08:25:27
76561198015116990,219640,373,4491,2013-06-25 08:25:27
76561198015116990,232210,None,None,2013-06-25 08:25:27
76561198015116990,12210,1157,1173,2013-06-25 08:25:27
76561198015116990,12220,870,5730,2013-06-25 08:25:27
76561198015116870,10,None,9992,2013-06-25 08:25:13
76561198015116870,30,None,2012,2013-06-25 08:25:13
76561198015116870,40,None,294,2013-06-25 08:25:13
76561198015116870,60,None,593,2013-06-25 08:25:13
76561198015116870,80,None,170128,2013-06-25 08:25:13
76561198015116870,100,None,421,2013-06-25 08:25:13
76561198015116870,6270,None,32,2013-06-25 08:25:13
76561198015116850,10180,None,390,2013-06-25 08:25:11
76561198015116850,10190,None,1498,2013-06-25 08:25:11
76561198015116850,550,None,707,2013-06-25 08:25:11
76561198015116850,223530,None,None,2013-06-25 08:25:11
76561198015116850,320,None,7,2013-06-25 08:25:11
76561198015116850,340,None,None,2013-06-25 08:25:11
76561198015116850,380,None,None,2013-06-25 08:25:11
76561198015116850,400,None,None,2013-06-25 08:25:11
76561198015116850,420,None,None,2013-06-25 08:25:11
76561198015116850,220,None,None,2013-06-25 08:25:11
76561198015116850,48700,None,4,2013-06-25 08:25:11
76561198015116850,71000,None,0,2013-06-25 08:25:11
76561198015116840,220,53,1575,2013-06-25 08:25:10
76561198015116840,4000,None,562,2013-06-25 08:25:10
76561198015116840,380,None,342,2013-06-25 08:25:10
76561198015116840,320,None,None,2013-06-25 08:25:10
76561198015116840,340,None,None,2013-06-25 08:25:10
76561198015116840,3730,None,290,2013-06-25 08:25:10
76561198015116840,4500,None,538,2013-06-25 08:25:10
76561198015116840,49600,None,350,2013-06-25 08:25:10
76561198015116840,31410,None,127,2013-06-25 08:25:10
76561198015116840,6120,None,896,2013-06-25 08:25:10
76561198015116840,15190,None,81,2013-06-25 08:25:10
76561198015116840,440,None,446,2013-06-25 08:25:10
76561198015116840,21680,None,131,2013-06-25 08:25:10
76561198015116840,18000,None,495,2013-06-25 08:25:10
76561198015116840,18020,None,201,2013-06-25 08:25:10
76561198015116840,49810,None,146,2013-06-25 08:25:10
76561198015116840,42500,None,17,2013-06-25 08:25:10
76561198015116840,15170,None,451,2013-06-25 08:25:10
76561198015116840,32370,None,2132,2013-06-25 08:25:10
76561198015116840,10680,None,2634,2013-06-25 08:25:10
76561198015116840,49900,None,41,2013-06-25 08:25:10
76561198015116840,32200,None,None,2013-06-25 08:25:10
76561198015116840,13520,None,70,2013-06-25 08:25:10
76561198015116840,13570,None,246,2013-06-25 08:25:10
76561198015116840,60800,None,272,2013-06-25 08:25:10
76561198015116840,7670,None,112,2013-06-25 08:25:10
76561198015116840,35700,None,61,2013-06-25 08:25:10
76561198015116840,1250,151,1380,2013-06-25 08:25:10
76561198015116840,22200,None,389,2013-06-25 08:25:10
76561198015116840,57700,None,46,2013-06-25 08:25:10
76561198015116840,18700,None,11,2013-06-25 08:25:10
76561198015116840,26500,None,59,2013-06-25 08:25:10
76561198015116840,26900,None,None,2013-06-25 08:25:10
76561198015116840,41100,None,None,2013-06-25 08:25:10
76561198015116840,55040,None,None,2013-06-25 08:25:10
76561198015116840,70300,None,3,2013-06-25 08:25:10
76561198015116840,96200,None,None,2013-06-25 08:25:10
76561198015116840,9500,None,None,2013-06-25 08:25:10
76561198015116840,22000,None,77,2013-06-25 08:25:10
76561198015116840,22180,None,None,2013-06-25 08:25:10
76561198015116840,24420,None,None,2013-06-25 08:25:10
76561198015116840,25010,None,63,2013-06-25 08:25:10
76561198015116840,40720,None,None,2013-06-25 08:25:10
76561198015116840,8980,None,504,2013-06-25 08:25:10
76561198015116840,240,None,321,2013-06-25 08:25:10
76561198015116840,6860,None,None,2013-06-25 08:25:10
76561198015116840,4560,None,507,2013-06-25 08:25:10
76561198015116840,228200,None,None,2013-06-25 08:25:10
76561198015116840,4540,None,None,2013-06-25 08:25:10
76561198015116840,4550,None,None,2013-06-25 08:25:10
76561198015116840,8000,None,48,2013-06-25 08:25:10
76561198015116840,17470,None,35,2013-06-25 08:25:10
76561198015116840,21090,None,None,2013-06-25 08:25:10
76561198015116840,21110,None,None,2013-06-25 08:25:10
76561198015116840,21120,None,None,2013-06-25 08:25:10
76561198015116840,41700,None,None,2013-06-25 08:25:10
76561198015116840,22330,None,416,2013-06-25 08:25:10
76561198015116840,1500,None,6,2013-06-25 08:25:10
76561198015116840,1510,None,138,2013-06-25 08:25:10
76561198015116840,1520,None,None,2013-06-25 08:25:10
76561198015116840,1530,None,None,2013-06-25 08:25:10
76561198015116840,9860,None,159,2013-06-25 08:25:10
76561198015116840,550,None,None,2013-06-25 08:25:10
76561198015116840,223530,None,None,2013-06-25 08:25:10
76561198015116840,33460,None,199,2013-06-25 08:25:10
76561198015116840,91700,None,17,2013-06-25 08:25:10
76561198015116840,10150,None,479,2013-06-25 08:25:10
76561198015116840,35140,None,1028,2013-06-25 08:25:10
76561198015116840,6060,None,87,2013-06-25 08:25:10
76561198015116840,65800,None,None,2013-06-25 08:25:10
76561198015116840,15100,None,135,2013-06-25 08:25:10
76561198015116840,33230,None,235,2013-06-25 08:25:10
76561198015116840,105600,None,32,2013-06-25 08:25:10
76561198015116840,9340,None,535,2013-06-25 08:25:10
76561198015116840,35450,None,561,2013-06-25 08:25:10
76561198015116840,104320,None,None,2013-06-25 08:25:10
76561198015116840,236830,None,None,2013-06-25 08:25:10
76561198015116840,3830,None,None,2013-06-25 08:25:10
76561198015116840,48000,None,None,2013-06-25 08:25:10
76561198015116840,57300,None,None,2013-06-25 08:25:10
76561198015116840,204060,None,45,2013-06-25 08:25:10
76561198015116840,28050,None,2193,2013-06-25 08:25:10
